 1.00000e-5 1.00000e-6 5.00000e-1
 1.00000e-5 2.00000e+0 5.00000e-1
 1.00000e-3 1.00000e-6 3.63867e+1
 1.00000e-3 5.89990e-3 2.49685e+1
 1.00000e-3 1.20000e-2 1.77938e+1
 1.00000e-3 1.90000e-2 1.26937e+1
 1.00000e-3 2.70000e-2 9.09271e+0
 1.00000e-3 3.70000e-2 6.36387e+0
 1.00000e-3 4.90000e-2 4.43182e+0
 1.00000e-3 6.30000e-2 3.10926e+0
 1.00000e-3 8.00000e-2 2.17218e+0
 1.00000e-3 1.00000e-1 1.53246e+0
 1.00000e-3 1.22500e-1 1.10804e+0
 1.00000e-3 1.50000e-1 7.99636e-1
 1.00000e-3 1.85000e-1 5.70841e-1
 1.00000e-3 2.27500e-1 4.10550e-1
 1.00000e-3 2.82500e-1 2.91544e-1
 1.00000e-3 3.52500e-1 2.05568e-1
 1.00000e-3 4.35000e-1 1.47121e-1
 1.00000e-3 5.40000e-1 1.03909e-1
 1.00000e-3 6.65000e-1 7.43184e-2
 1.00000e-3 8.20000e-1 5.33755e-2
 1.00000e-3 1.02000e+0 3.81394e-2
 1.00000e-3 1.27500e+0 2.71091e-2
 1.00000e-3 1.58000e+0 1.97468e-2
 1.00000e-3 2.00000e+0 1.41277e-2
 2.00000e-3 1.00000e-6 7.11380e+1
 2.00000e-3 3.09990e-3 4.87416e+1
 2.00000e-3 6.59990e-3 3.36244e+1
 2.00000e-3 9.99990e-3 2.46042e+1
 2.00000e-3 1.40000e-2 1.78789e+1
 2.00000e-3 1.90000e-2 1.26889e+1
 2.00000e-3 2.50000e-2 8.94287e+0
 2.00000e-3 3.20000e-2 6.32789e+0
 2.00000e-3 4.00000e-2 4.52530e+0
 2.00000e-3 5.00000e-2 3.17709e+0
 2.00000e-3 6.20000e-2 2.22711e+0
 2.00000e-3 7.60000e-2 1.57559e+0
 2.00000e-3 9.30000e-2 1.11087e+0
 2.00000e-3 1.12500e-1 7.96565e-1
 2.00000e-3 1.37500e-1 5.60717e-1
 2.00000e-3 1.67500e-1 3.97661e-1
 2.00000e-3 2.05000e-1 2.80553e-1
 2.00000e-3 2.50000e-1 1.99649e-1
 2.00000e-3 3.07500e-1 1.40063e-1
 2.00000e-3 3.77500e-1 9.83040e-2
 2.00000e-3 4.60000e-1 6.95515e-2
 2.00000e-3 5.60000e-1 4.91260e-2
 2.00000e-3 6.80000e-1 3.49393e-2
 2.00000e-3 8.30000e-1 2.48323e-2
 2.00000e-3 1.02000e+0 1.75125e-2
 2.00000e-3 1.25500e+0 1.21797e-2
 2.00000e-3 1.52000e+0 8.71954e-3
 2.00000e-3 1.91000e+0 5.86528e-3
 2.00000e-3 2.00000e+0 5.45285e-3
 4.00000e-3 1.00000e-6 1.40652e+2
 4.00000e-3 1.49990e-3 9.82001e+1
 4.00000e-3 3.29990e-3 6.76289e+1
 4.00000e-3 5.39990e-3 4.65725e+1
 4.00000e-3 7.79990e-3 3.23598e+1
 4.00000e-3 9.99990e-3 2.42375e+1
 4.00000e-3 1.30000e-2 1.72272e+1
 4.00000e-3 1.60000e-2 1.28321e+1
 4.00000e-3 2.00000e-2 9.15328e+0
 4.00000e-3 2.50000e-2 6.40605e+0
 4.00000e-3 3.10000e-2 4.47366e+0
 4.00000e-3 3.80000e-2 3.14993e+0
 4.00000e-3 4.60000e-2 2.24899e+0
 4.00000e-3 5.60000e-2 1.58052e+0
 4.00000e-3 6.80000e-2 1.11140e+0
 4.00000e-3 8.20000e-2 7.89815e-1
 4.00000e-3 9.90000e-2 5.59879e-1
 4.00000e-3 1.20000e-1 3.94522e-1
