  1000  9  0  0.00000e+0 8912015 2  0.00000e+0  0.00000e+0  0.00000e+0  
 7  0  0  0.00000e+0  0.00000e+0  0.00000e+0  0.00000e+0  0.00000e+0
 1.00000e-5 2.74896e+8
 1.25893e-5 1.91668e+8
 1.58489e-5 1.33639e+8
 1.99526e-5 9.31782e+7
 2.51189e-5 6.49676e+7
 3.16228e-5 4.52980e+7
 3.98107e-5 3.14260e+7
 5.01187e-5 2.18022e+7
 6.30957e-5 1.51255e+7
 7.94328e-5 1.04676e+7
 1.00000e-4 7.19065e+6
 1.25893e-4 4.93956e+6
 1.58489e-4 3.39319e+6
 1.99526e-4 2.33092e+6
 2.51189e-4 1.59318e+6
 3.16228e-4 1.07779e+6
 3.98107e-4 7.29128e+5
 5.01187e-4 4.93257e+5
 6.30957e-4 3.33195e+5
 7.94328e-4 2.22372e+5
 1.00000e-3 1.48410e+5
 1.25893e-3 9.80060e+4
 1.58489e-3 6.47206e+4
 1.99526e-3 4.27398e+4
 2.51189e-3 2.80935e+4
 3.16228e-3 1.84654e+4
 3.98107e-3 1.21370e+4
 5.01187e-3 7.96343e+3
 6.30957e-3 5.22485e+3
 7.94328e-3 3.42805e+3
 1.00000e-2 2.24476e+3
 1.25893e-2 1.46983e+3
 1.58489e-2 9.62415e+2
 1.99526e-2 6.31033e+2
 2.51189e-2 4.13778e+2
 3.16228e-2 2.71320e+2
 3.98107e-2 1.78970e+2
 5.01187e-2 1.18091e+2
 6.30957e-2 7.79212e+1
 7.94328e-2 5.18584e+1
 1.00000e-1 3.45325e+1
 1.25893e-1 2.29952e+1
 1.58489e-1 1.55809e+1
 1.99526e-1 1.05715e+1
 2.51189e-1 7.17262e+0
 3.16228e-1 4.85975e+0
 3.98107e-1 3.36384e+0
 5.01187e-1 2.34177e+0
 6.30957e-1 1.63690e+0
 7.94328e-1 1.14733e+0
 1.00000e+0 8.04491e-1
 1.25893e+0 5.63117e-1
 1.58489e+0 3.92823e-1
 1.99526e+0 2.72650e-1
 2.51189e+0 1.88106e-1
 3.16228e+0 1.28874e-1
 3.98107e+0 8.77545e-2
 5.01187e+0 5.93472e-2
 6.30957e+0 3.98973e-2
 7.94328e+0 2.66523e-2
 1.00000e+1 1.77170e-2
 1.25893e+1 1.17206e-2
 1.58489e+1 7.72452e-3
 1.99526e+1 5.07289e-3
 2.51189e+1 3.32226e-3
 3.16228e+1 2.16950e-3
 3.98107e+1 1.41412e-3
 5.01187e+1 9.19994e-4
 6.30957e+1 5.97615e-4
 7.94328e+1 3.87611e-4
 1.00000e+2 2.51116e-4
 1.25893e+2 1.62511e-4
 1.58489e+2 1.05071e-4
 1.99526e+2 6.78761e-5
 2.51189e+2 4.38174e-5
 3.16228e+2 2.82654e-5
 3.98107e+2 1.82235e-5
 5.01187e+2 1.17425e-5
 6.30957e+2 7.56271e-6
 7.94328e+2 4.86818e-6
 1.00000e+3 3.13235e-6
 1.25893e+3 2.01461e-6
 1.58489e+3 1.29520e-6
 1.99526e+3 8.32374e-7
 2.51189e+3 5.34757e-7
 3.16228e+3 3.43422e-7
 3.98107e+3 2.20486e-7
 5.01187e+3 1.41513e-7
 6.30957e+3 9.08007e-8
 7.94328e+3 5.82436e-8
 1.00000e+4 3.73503e-8
 1.25893e+4 2.39454e-8
 1.58489e+4 1.53476e-8
 1.99526e+4 9.83445e-9
 2.51189e+4 6.30030e-9
 3.16228e+4 4.03526e-9
 3.98107e+4 2.58394e-9
 5.01187e+4 1.65426e-9
 6.30957e+4 1.05883e-9
 7.94328e+4 6.77594e-10
 1.00000e+5 4.33534e-10
                                                                       1
  1000  9  0  0.00000e+0 8912015 2  0.00000e+0  0.00000e+0  0.00000e+0  
 8  0  0  0.00000e+0  0.00000e+0  0.00000e+0  0.00000e+0  0.00000e+0
 1.00000e-5 2.74896e+8
 1.25893e-5 2.18588e+8
 1.58489e-5 1.73814e+8
 1.99526e-5 1.38211e+8
 2.51189e-5 1.09901e+8
 3.16228e-5 8.73894e+7
 3.98107e-5 6.94892e+7
 5.01187e-5 5.52555e+7
 6.30957e-5 4.39373e+7
 7.94328e-5 3.49375e+7
 1.00000e-4 2.77811e+7
 1.25893e-4 2.20880e+7
 1.58489e-4 1.75615e+7
 1.99526e-4 1.39627e+7
 2.51189e-4 1.11013e+7
 3.16228e-4 8.82636e+6
 3.98107e-4 7.01759e+6
 5.01187e-4 5.57949e+6
 6.30957e-4 4.43609e+6
 7.94328e-4 3.52701e+6
 1.00000e-3 2.80423e+6
 1.25893e-3 2.22970e+6
 1.58489e-3 1.77287e+6
 1.99526e-3 1.40964e+6
 2.51189e-3 1.12194e+6
 3.16228e-3 8.92963e+5
 3.98107e-3 7.10718e+5
 5.01187e-3 5.66682e+5
 6.30957e-3 4.51854e+5
 7.94328e-3 3.60294e+5
 1.00000e-2 2.88081e+5
 1.25893e-2 2.30362e+5
 1.58489e-2 1.84552e+5
 1.99526e-2 1.48359e+5
 2.51189e-2 1.19511e+5
 3.16228e-2 9.65923e+4
 3.98107e-2 7.85103e+4
 5.01187e-2 6.43272e+4
 6.30957e-2 5.33022e+4
 7.94328e-2 4.48657e+4
 1.00000e-1 3.83022e+4
 1.25893e-1 3.31959e+4
 1.58489e-1 2.91468e+4
 1.99526e-1 2.59570e+4
 2.51189e-1 2.33713e+4
 3.16228e-1 2.12788e+4
 3.98107e-1 1.91439e+4
 5.01187e-1 1.72231e+4
 6.30957e-1 1.54129e+4
 7.94328e-1 1.36929e+4
 1.00000e+0 1.20556e+4
 1.25893e+0 1.04755e+4
 1.58489e+0 8.97190e+3
 1.99526e+0 7.54708e+3
 2.51189e+0 6.21570e+3
 3.16228e+0 5.00842e+3
 3.98107e+0 3.92890e+3
 5.01187e+0 2.99491e+3
 6.30957e+0 2.21316e+3
 7.94328e+0 1.58235e+3
 1.00000e+1 1.08908e+3
 1.25893e+1 7.23443e+2
 1.58489e+1 4.72985e+2
 1.99526e+1 3.06118e+2
 2.51189e+1 1.96804e+2
 3.16228e+1 1.25817e+2
 3.98107e+1 8.01880e+1
 5.01187e+1 5.09746e+1
 6.30957e+1 3.23455e+1
 7.94328e+1 2.04936e+1
 1.00000e+2 1.29722e+1
 1.25893e+2 8.20494e+0
 1.58489e+2 5.18672e+0
 1.99526e+2 3.27743e+0
 2.51189e+2 2.07025e+0
 3.16228e+2 1.30739e+0
 3.98107e+2 8.25490e-1
 5.01187e+2 5.21138e-1
 6.30957e+2 3.28962e-1
 7.94328e+2 2.07631e-1
 1.00000e+3 1.31042e-1
 1.25893e+3 8.26996e-2
 1.58489e+3 5.21887e-2
 1.99526e+3 3.29333e-2
 2.51189e+3 2.07817e-2
 3.16228e+3 1.31135e-2
 3.98107e+3 8.27459e-3
 5.01187e+3 5.22119e-3
 6.30957e+3 3.29449e-3
 7.94328e+3 2.07875e-3
 1.00000e+4 1.31164e-3
 1.25893e+4 8.27606e-4
 1.58489e+4 5.22193e-4
 1.99526e+4 3.29485e-4
 2.51189e+4 2.07894e-4
 3.16228e+4 1.31174e-4
 3.98107e+4 8.27652e-5
 5.01187e+4 5.22216e-5
 6.30957e+4 3.29497e-5
 7.94328e+4 2.07899e-5
 1.00000e+5 1.31176e-5
                                                                       1
  1000  9  0  0.00000e+0 891228  2  0.00000e+0  0.00000e+0  0.00000e+0  
 8 11  0  0.00000e+0  0.00000e+0  0.00000e+0  0.00000e+0  0.00000e+0
 1.00000e-5 0.00000e+0
 1.00000e+5 0.00000e+0
                                                                       1
  1000  9  9  0.00000e+0 891228  2  0.00000e+0  0.00000e+0  0.00000e+0  
 8 10  0  0.00000e+0  0.00000e+0  0.00000e+0  0.00000e+0  0.00000e+0
 1.00000e-5 1.00000e-5
 1.00000e+5 1.00000e+5
                                                                       1
  1000  9  9  0.00000e+0 891228  2  0.00000e+0  0.00000e+0  0.00000e+0  
 8 22  0  0.00000e+0  0.00000e+0  0.00000e+0  0.00000e+0  0.00000e+0
 1.00000e-5 1.00000e-6 5.00000e-1
 1.00000e-5 2.00000e+0 5.00000e-1
 1.00000e-3 1.00000e-6 6.21102e+1
 1.00000e-3 3.79990e-3 4.23580e+1
 1.00000e-3 7.99990e-3 2.92199e+1
 1.00000e-3 1.20000e-2 2.14635e+1
 1.00000e-3 1.70000e-2 1.53380e+1
 1.00000e-3 2.30000e-2 1.08412e+1
 1.00000e-3 3.00000e-2 7.66541e+0
 1.00000e-3 3.80000e-2 5.46001e+0
 1.00000e-3 4.80000e-2 3.80356e+0
 1.00000e-3 6.00000e-2 2.63468e+0
 1.00000e-3 7.40000e-2 1.83413e+0
 1.00000e-3 9.00000e-2 1.29133e+0
 1.00000e-3 1.07500e-1 9.30690e-1
 1.00000e-3 1.30000e-1 6.50694e-1
 1.00000e-3 1.55000e-1 4.64759e-1
 1.00000e-3 1.85000e-1 3.30131e-1
 1.00000e-3 2.22500e-1 2.30535e-1
 1.00000e-3 2.67500e-1 1.60897e-1
 1.00000e-3 3.20000e-1 1.13287e-1
 1.00000e-3 3.85000e-1 7.87584e-2
 1.00000e-3 4.60000e-1 5.53744e-2
 1.00000e-3 5.50000e-1 3.87688e-2
 1.00000e-3 6.55000e-1 2.73100e-2
 1.00000e-3 7.80000e-1 1.92540e-2
 1.00000e-3 9.35000e-1 1.34329e-2
 1.00000e-3 1.12000e+0 9.38514e-3
 1.00000e-3 1.34000e+0 6.54149e-3
 1.00000e-3 1.60000e+0 4.58780e-3
 1.00000e-3 1.93000e+0 3.14865e-3
 1.00000e-3 2.00000e+0 2.93923e-3
 2.00000e-3 1.00000e-6 1.24175e+2
 2.00000e-3 1.89990e-3 8.45675e+1
 2.00000e-3 3.99990e-3 5.83808e+1
 2.00000e-3 6.39990e-3 4.05131e+1
 2.00000e-3 9.19990e-3 2.81165e+1
 2.00000e-3 1.20000e-2 2.05182e+1
 2.00000e-3 1.50000e-2 1.52794e+1
 2.00000e-3 1.90000e-2 1.08691e+1
 2.00000e-3 2.40000e-2 7.56299e+0
 2.00000e-3 3.00000e-2 5.23501e+0
 2.00000e-3 3.70000e-2 3.64345e+0
 2.00000e-3 4.50000e-2 2.56541e+0
 2.00000e-3 5.40000e-2 1.83328e+0
 2.00000e-3 6.50000e-2 1.29272e+0
 2.00000e-3 7.80000e-2 9.11254e-1
 2.00000e-3 9.40000e-2 6.34036e-1
 2.00000e-3 1.12500e-1 4.45670e-1
 2.00000e-3 1.35000e-1 3.11026e-1
 2.00000e-3 1.60000e-1 2.22293e-1
 2.00000e-3 1.90000e-1 1.58285e-1
 2.00000e-3 2.27500e-1 1.10945e-1
 2.00000e-3 2.72500e-1 7.77383e-2
 2.00000e-3 3.27500e-1 5.40764e-2
 2.00000e-3 3.92500e-1 3.77421e-2
 2.00000e-3 4.70000e-1 2.62961e-2
 2.00000e-3 5.60000e-1 1.84519e-2
 2.00000e-3 6.65000e-1 1.30343e-2
 2.00000e-3 7.95000e-1 9.12004e-3
 2.00000e-3 9.50000e-1 6.41698e-3
 2.00000e-3 1.14500e+0 4.42487e-3
 2.00000e-3 1.37000e+0 3.06966e-3
 2.00000e-3 1.63000e+0 2.17310e-3
 2.00000e-3 1.96000e+0 1.49690e-3
 2.00000e-3 2.00000e+0 1.44470e-3
 4.00000e-3 1.00000e-6 2.48230e+2
 4.00000e-3 9.29900e-4 1.70293e+2
 4.00000e-3 1.99990e-3 1.16968e+2
 4.00000e-3 3.19990e-3 8.13469e+1
 4.00000e-3 4.59990e-3 5.65060e+1
 4.00000e-3 6.19990e-3 3.95318e+1
 4.00000e-3 8.09990e-3 2.75016e+1
 4.00000e-3 9.99990e-3 2.01168e+1
 4.00000e-3 1.20000e-2 1.50861e+1
 4.00000e-3 1.50000e-2 1.04044e+1
 4.00000e-3 1.80000e-2 7.57536e+0
 4.00000e-3 2.20000e-2 5.27810e+0
 4.00000e-3 2.60000e-2 3.87548e+0
 4.00000e-3 3.10000e-2 2.78127e+0
 4.00000e-3 3.70000e-2 1.98125e+0
 4.00000e-3 4.40000e-2 1.41544e+0
 4.00000e-3 5.30000e-2 9.83059e-1
 4.00000e-3 6.30000e-2 6.99289e-1
 4.00000e-3 7.50000e-2 4.95436e-1
 4.00000e-3 9.00000e-2 3.45464e-1
 4.00000e-3 1.07500e-1 2.43273e-1
 4.00000e-3 1.27500e-1 1.73924e-1
 4.00000e-3 1.52500e-1 1.22491e-1
 4.00000e-3 1.82500e-1 8.62910e-2
 4.00000e-3 2.17500e-1 6.12990e-2
 4.00000e-3 2.60000e-1 4.32202e-2
 4.00000e-3 3.12500e-1 3.00203e-2
 4.00000e-3 3.75000e-1 2.07746e-2
 4.00000e-3 4.45000e-1 1.46039e-2
 4.00000e-3 5.30000e-1 1.01502e-2
 4.00000e-3 6.30000e-1 7.11046e-3
 4.00000e-3 7.50000e-1 5.02927e-3
 4.00000e-3 9.00000e-1 3.54707e-3
 4.00000e-3 1.09500e+0 2.41184e-3
 4.00000e-3 1.31000e+0 1.65083e-3
 4.00000e-3 1.53500e+0 1.20044e-3
 4.00000e-3 1.94000e+0 7.45747e-4
 4.00000e-3 2.00000e+0 7.13360e-4
 8.00000e-3 1.00000e-6 4.98311e+2
 8.00000e-3 4.59900e-4 3.43071e+2
 8.00000e-3 9.89900e-4 2.36001e+2
 8.00000e-3 1.59990e-3 1.62711e+2
 8.00000e-3 2.29990e-3 1.12708e+2
 8.00000e-3 3.09990e-3 7.86206e+1
