 1.00000e-5 1.00000e-6 5.00000e-1
 1.00000e-5 2.00000e+0 5.00000e-1
 1.00000e-3 1.00000e-6 6.21102e+1
 1.00000e-3 3.79990e-3 4.23580e+1
 1.00000e-3 7.99990e-3 2.92199e+1
 1.00000e-3 1.20000e-2 2.14635e+1
 1.00000e-3 1.70000e-2 1.53380e+1
 1.00000e-3 2.30000e-2 1.08412e+1
 1.00000e-3 3.00000e-2 7.66541e+0
 1.00000e-3 3.80000e-2 5.46001e+0
 1.00000e-3 4.80000e-2 3.80356e+0
 1.00000e-3 6.00000e-2 2.63468e+0
 1.00000e-3 7.40000e-2 1.83413e+0
 1.00000e-3 9.00000e-2 1.29133e+0
 1.00000e-3 1.07500e-1 9.30690e-1
 1.00000e-3 1.30000e-1 6.50694e-1
 1.00000e-3 1.55000e-1 4.64759e-1
 1.00000e-3 1.85000e-1 3.30131e-1
 1.00000e-3 2.22500e-1 2.30535e-1
 1.00000e-3 2.67500e-1 1.60897e-1
 1.00000e-3 3.20000e-1 1.13287e-1
 1.00000e-3 3.85000e-1 7.87584e-2
 1.00000e-3 4.60000e-1 5.53744e-2
 1.00000e-3 5.50000e-1 3.87688e-2
 1.00000e-3 6.55000e-1 2.73100e-2
 1.00000e-3 7.80000e-1 1.92540e-2
 1.00000e-3 9.35000e-1 1.34329e-2
 1.00000e-3 1.12000e+0 9.38514e-3
 1.00000e-3 1.34000e+0 6.54149e-3
 1.00000e-3 1.60000e+0 4.58780e-3
 1.00000e-3 1.93000e+0 3.14865e-3
 1.00000e-3 2.00000e+0 2.93923e-3
 2.00000e-3 1.00000e-6 1.24175e+2
 2.00000e-3 1.89990e-3 8.45675e+1
 2.00000e-3 3.99990e-3 5.83808e+1
 2.00000e-3 6.39990e-3 4.05131e+1
 2.00000e-3 9.19990e-3 2.81165e+1
 2.00000e-3 1.20000e-2 2.05182e+1
 2.00000e-3 1.50000e-2 1.52794e+1
 2.00000e-3 1.90000e-2 1.08691e+1
 2.00000e-3 2.40000e-2 7.56299e+0
 2.00000e-3 3.00000e-2 5.23501e+0
 2.00000e-3 3.70000e-2 3.64345e+0
 2.00000e-3 4.50000e-2 2.56541e+0
 2.00000e-3 5.40000e-2 1.83328e+0
 2.00000e-3 6.50000e-2 1.29272e+0
 2.00000e-3 7.80000e-2 9.11254e-1
 2.00000e-3 9.40000e-2 6.34036e-1
 2.00000e-3 1.12500e-1 4.45670e-1
 2.00000e-3 1.35000e-1 3.11026e-1
 2.00000e-3 1.60000e-1 2.22293e-1
 2.00000e-3 1.90000e-1 1.58285e-1
 2.00000e-3 2.27500e-1 1.10945e-1
 2.00000e-3 2.72500e-1 7.77383e-2
 2.00000e-3 3.27500e-1 5.40764e-2
 2.00000e-3 3.92500e-1 3.77421e-2
 2.00000e-3 4.70000e-1 2.62961e-2
 2.00000e-3 5.60000e-1 1.84519e-2
 2.00000e-3 6.65000e-1 1.30343e-2
 2.00000e-3 7.95000e-1 9.12004e-3
 2.00000e-3 9.50000e-1 6.41698e-3
 2.00000e-3 1.14500e+0 4.42487e-3
 2.00000e-3 1.37000e+0 3.06966e-3
 2.00000e-3 1.63000e+0 2.17310e-3
 2.00000e-3 1.96000e+0 1.49690e-3
 2.00000e-3 2.00000e+0 1.44470e-3
 4.00000e-3 1.00000e-6 2.48230e+2
 4.00000e-3 9.29900e-4 1.70293e+2
 4.00000e-3 1.99990e-3 1.16968e+2
 4.00000e-3 3.19990e-3 8.13469e+1
 4.00000e-3 4.59990e-3 5.65060e+1
 4.00000e-3 6.19990e-3 3.95318e+1
 4.00000e-3 8.09990e-3 2.75016e+1
