 14000  9  0  0.00000+ 0 910714  2  0.00000+ 0  0.00000+ 0  0.00000+ 0  
83  0  0  0.00000+ 0  0.00000+ 0  0.00000+ 0  0.00000+ 0  0.00000+ 0
 7.00000+ 3 3.82268+ 5
 8.00000+ 3 3.82166+ 5
 9.00000+ 3 3.82291+ 5
 1.00000+ 4 3.82244+ 5
 1.25000+ 4 3.82533+ 5
 1.50000+ 4 3.82400+ 5
 1.75000+ 4 3.82479+ 5
 2.00000+ 4 3.82400+ 5
 2.50000+ 4 3.82611+ 5
 3.00000+ 4 3.82479+ 5
 3.50000+ 4 3.82510+ 5
 4.00000+ 4 3.82400+ 5
 4.50000+ 4 3.82158+ 5
 5.00000+ 4 3.81853+ 5
 5.50000+ 4 3.81986+ 5
 6.00000+ 4 3.82088+ 5
 7.00000+ 4 3.82244+ 5
 8.00000+ 4 3.82244+ 5
 9.00000+ 4 3.82291+ 5
 1.00000+ 5 3.82244+ 5
                                                                       1
 14000  9  0  0.00000+ 0 910714  2  0.00000+ 0  0.00000+ 0  0.00000+ 0  
83 11  0  0.00000+ 0  0.00000+ 0  0.00000+ 0  0.00000+ 0  0.00000+ 0
 1.00000- 5 7.31717- 6
 1.12500- 5 7.56932- 6
 1.31250- 5 7.91857- 6
 1.36300- 5 8.00739- 6
 1.38010- 5 8.03553- 6
 1.41010- 5 8.08248- 6
 1.45510- 5 8.14643- 6
 1.50000- 5 8.20641- 6
 1.56250- 5 8.27447- 6
 1.67190- 5 8.38583- 6
 1.75000- 5 8.45985- 6
 1.83590- 5 8.51756- 6
 2.00000- 5 8.62361- 6
 2.25000- 5 8.71671- 6
 2.50000- 5 8.80895- 6
 2.62500- 5 8.82941- 6
 3.00000- 5 8.89189- 6
 3.50000- 5 8.91739- 6
 4.00000- 5 8.94440- 6
 5.00000- 5 9.00354- 6
 6.00000- 5 9.07065- 6
 7.00000- 5 9.10355- 6
 8.00000- 5 9.14047- 6
 1.00000- 4 9.19478- 6
 1.07980- 4 9.21049- 6
 1.08640- 4 9.21183- 6
 1.08670- 4 9.21189- 6
 1.09320- 4 9.21323- 6
 1.09930- 4 9.21449- 6
 1.10590- 4 9.21586- 6
 1.11180- 4 9.21709- 6
 1.11820- 4 9.21844- 6
 1.13610- 4 9.22223- 6
 1.14200- 4 9.22350- 6
 1.25000- 4 9.24790- 6
 1.31800- 4 9.25873- 6
 1.32100- 4 9.25923- 6
 1.40900- 4 9.27414- 6
 1.41050- 4 9.27440- 6
 1.50000- 4 9.29068- 6
 1.51550- 4 9.29246- 6
 1.54580- 4 9.29599- 6
 1.60260- 4 9.30279- 6
 1.62500- 4 9.30553- 6
 1.70190- 4 9.31526- 6
 1.75000- 4 9.32159- 6
 1.81250- 4 9.33012- 6
 1.85100- 4 9.33555- 6
 2.00000- 4 9.35796- 6
 2.25000- 4 9.38249- 6
 2.50000- 4 9.41052- 6
 2.62500- 4 9.42047- 6
 3.00000- 4 9.45392- 6
 3.50000- 4 9.48605- 6
 4.00000- 4 9.52474- 6
 4.50000- 4 9.55189- 6
 5.00000- 4 9.58346- 6
 5.50000- 4 9.60540- 6
 6.00000- 4 9.63028- 6
 7.00000- 4 9.67096- 6
 8.00000- 4 9.70683- 6
 9.00000- 4 9.73478- 6
 1.00000- 3 9.76765- 6
 1.25000- 3 9.83018- 6
 1.50000- 3 9.88239- 6
 1.75000- 3 9.92721- 6
 1.82850- 3 9.93871- 6
 1.87140- 3 9.94531- 6
 1.93570- 3 9.95565- 6
 2.00000- 3 9.96656- 6
 2.12500- 3 9.98105- 6
 2.23440- 3 9.99476- 6
 2.25000- 3 9.99680- 6
 2.42580- 3 1.00214- 5
 2.50000- 3 1.00328- 5
 2.62500- 3 1.00452- 5
 2.71290- 3 1.00545- 5
 3.00000- 3 1.00883- 5
 3.50000- 3 1.01360- 5
 4.00000- 3 1.01778- 5
 4.50000- 3 1.02100- 5
 5.00000- 3 1.02487- 5
 5.50000- 3 1.02762- 5
 6.00000- 3 1.03081- 5
 7.00000- 3 1.03586- 5
 8.00000- 3 1.04029- 5
 9.00000- 3 1.04368- 5
 1.00000- 2 1.04777- 5
 1.12500- 2 1.05123- 5
 1.25000- 2 1.05541- 5
 1.31250- 2 1.05682- 5
 1.50000- 2 1.06176- 5
 1.75000- 2 1.06711- 5
 2.00000- 2 1.07213- 5
 2.25000- 2 1.07576- 5
 2.50000- 2 1.08014- 5
 2.62500- 2 1.08161- 5
 3.00000- 2 1.08674- 5
 3.50000- 2 1.09235- 5
 4.00000- 2 1.09723- 5
 4.50000- 2 1.10093- 5
 5.00000- 2 1.10535- 5
 5.50000- 2 1.10845- 5
 6.00000- 2 1.11202- 5
 7.00000- 2 1.11765- 5
 8.00000- 2 1.12252- 5
 9.00000- 2 1.12624- 5
 1.00000- 1 1.13061- 5
 1.25000- 1 1.13867- 5
 1.50000- 1 1.14525- 5
 1.75000- 1 1.15082- 5
 2.00000- 1 1.15565- 5
 2.50000- 1 1.16377- 5
 3.00000- 1 1.17048- 5
 3.50000- 1 1.17554- 5
 4.00000- 1 1.18121- 5
 4.50000- 1 1.18532- 5
 5.00000- 1 1.18973- 5
 5.50000- 1 1.19317- 5
 6.00000- 1 1.19678- 5
 7.00000- 1 1.20221- 5
 8.00000- 1 1.20799- 5
 9.00000- 1 1.21223- 5
 1.00000+ 0 1.21662- 5
 1.25000+ 0 1.22396- 5
 1.50000+ 0 1.23165- 5
 1.75000+ 0 1.23510- 5
 2.00000+ 0 1.23859- 5
 2.50000+ 0 1.24571- 5
 3.00000+ 0 1.25301- 5
 3.50000+ 0 1.25442- 5
 4.00000+ 0 1.25583- 5
 4.50000+ 0 1.25725- 5
 5.00000+ 0 1.25867- 5
 5.50000+ 0 1.26009- 5
 6.00000+ 0 1.26152- 5
 7.00000+ 0 1.26438- 5
 8.00000+ 0 1.26725- 5
 9.00000+ 0 1.27014- 5
 1.00000+ 1 1.27303- 5
 1.25000+ 1 1.27321- 5
 1.50000+ 1 1.27338- 5
 1.75000+ 1 1.27356- 5
 2.00000+ 1 1.27374- 5
 2.50000+ 1 1.27409- 5
 3.00000+ 1 1.27444- 5
 3.50000+ 1 1.27480- 5
 4.00000+ 1 1.27515- 5
 4.50000+ 1 1.27551- 5
 5.00000+ 1 1.27586- 5
 5.50000+ 1 1.27621- 5
 6.00000+ 1 1.27657- 5
 7.00000+ 1 1.27727- 5
 8.00000+ 1 1.27798- 5
 9.00000+ 1 1.27869- 5
 1.00000+ 2 1.27940- 5
 1.25000+ 2 1.27940- 5
 1.50000+ 2 1.27941- 5
 1.75000+ 2 1.27941- 5
 2.00000+ 2 1.27942- 5
 2.50000+ 2 1.27942- 5
 3.00000+ 2 1.27943- 5
 3.50000+ 2 1.27944- 5
 4.00000+ 2 1.27945- 5
 4.50000+ 2 1.27946- 5
 5.00000+ 2 1.27947- 5
 5.50000+ 2 1.27947- 5
 6.00000+ 2 1.27948- 5
 7.00000+ 2 1.27950- 5
 8.00000+ 2 1.27952- 5
 9.00000+ 2 1.27953- 5
 1.00000+ 3 1.27955- 5
 1.25000+ 3 1.27955- 5
 1.50000+ 3 1.27955- 5
 1.75000+ 3 1.27955- 5
 2.00000+ 3 1.27955- 5
 2.50000+ 3 1.27955- 5
 3.00000+ 3 1.27955- 5
 3.50000+ 3 1.27955- 5
 4.00000+ 3 1.27955- 5
 4.50000+ 3 1.27955- 5
 5.00000+ 3 1.27955- 5
 5.50000+ 3 1.27955- 5
 6.00000+ 3 1.27955- 5
 7.00000+ 3 1.27955- 5
 8.00000+ 3 1.27955- 5
 9.00000+ 3 1.27955- 5
 1.00000+ 4 1.27955- 5
 1.25000+ 4 1.27955- 5
 1.50000+ 4 1.27955- 5
 1.75000+ 4 1.27955- 5
 2.00000+ 4 1.27955- 5
 2.50000+ 4 1.27955- 5
 3.00000+ 4 1.27955- 5
 3.50000+ 4 1.27955- 5
 4.00000+ 4 1.27955- 5
 4.50000+ 4 1.27955- 5
 5.00000+ 4 1.27955- 5
 5.50000+ 4 1.27955- 5
 6.00000+ 4 1.27955- 5
 7.00000+ 4 1.27955- 5
 8.00000+ 4 1.27955- 5
 9.00000+ 4 1.27955- 5
 1.00000+ 5 1.27955- 5
