 14000  9  0  0.00000+ 0 910704  2  0.00000+ 0  0.00000+ 0  0.00000+ 0  
82  0  0  0.00000+ 0  0.00000+ 0  0.00000+ 0  0.00000+ 0  0.00000+ 0
 1.00000- 5 1.74157+ 3
 2.07360- 5 1.99781+ 3
 4.29982- 5 2.22537+ 3
 8.91610- 5 2.39104+ 3
 1.84884- 4 2.43293+ 3
 3.83376- 4 2.26202+ 3
 6.62474- 4 1.95828+ 3
 9.53962- 4 1.69171+ 3
 1.18921- 3 1.52470+ 3
 1.35426- 3 1.43244+ 3
 1.64576- 3 1.30203+ 3
 2.00000- 3 1.17955+ 3
 2.51487- 3 1.04441+ 3
 3.18500- 3 9.15259+ 2
 3.86411- 3 8.17632+ 2
 4.68802- 3 7.27359+ 2
 5.45254- 3 6.61925+ 2
 6.77128- 3 5.76141+ 2
 8.22878- 3 5.07209+ 2
 1.00000- 2 4.46027+ 2
 1.18921- 2 3.97790+ 2
 1.35426- 2 3.64890+ 2
 1.64576- 2 3.21241+ 2
 1.90486- 2 2.91288+ 2
 2.35795- 2 2.50642+ 2
 2.74045- 2 2.24741+ 2
 3.18500- 2 2.01261+ 2
 3.74162- 2 1.78825+ 2
 4.31224- 2 1.61348+ 2
 5.00000- 2 1.45340+ 2
 5.88198- 2 1.30129+ 2
 6.77128- 2 1.18766+ 2
 7.74244- 2 1.09044+ 2
 9.07126- 2 9.88247+ 1
 1.04427- 1 9.07310+ 1
 1.18921- 1 8.39507+ 1
 1.35426- 1 7.78428+ 1
 1.54849- 1 7.22264+ 1
 1.81425- 1 6.64386+ 1
 2.11788- 1 6.16321+ 1
 2.47912- 1 5.75304+ 1
 2.74045- 1 5.52916+ 1
 3.18500- 1 5.24274+ 1
 3.71909- 1 5.00264+ 1
 4.39551- 1 4.80027+ 1
 5.00000- 1 4.68032+ 1
 5.94604- 1 4.56327+ 1
 7.07107- 1 4.48998+ 1
 8.22878- 1 4.45624+ 1
 1.00000+ 0 4.44706+ 1
 1.18921+ 0 4.46550+ 1
 1.54221+ 0 4.53281+ 1
 2.00000+ 0 4.64062+ 1
 3.00000+ 0 4.84662+ 1
 5.00000+ 0 5.09245+ 1
 8.00000+ 0 5.33118+ 1
 1.22474+ 1 5.51774+ 1
 2.00000+ 1 5.70484+ 1
 3.00000+ 1 5.84591+ 1
 4.47214+ 1 5.97147+ 1
 6.92820+ 1 6.09904+ 1
 1.00000+ 2 6.20522+ 1
 1.41421+ 2 6.30625+ 1
 2.00000+ 2 6.38755+ 1
 3.16228+ 2 6.43902+ 1
 5.00000+ 2 6.46861+ 1
 7.07107+ 2 6.50647+ 1
 1.18921+ 3 6.58953+ 1
 2.00000+ 3 6.69004+ 1
 3.16228+ 3 6.79032+ 1
 5.00000+ 3 6.90332+ 1
 1.00000+ 4 7.08008+ 1
 2.07360+ 4 7.28704+ 1
 4.29982+ 4 7.49626+ 1
 8.91610+ 4 7.70548+ 1
 1.00000+ 5 7.73839+ 1
                                                                       1
 14000  9  7  0.00000+ 0 890125  2  0.00000+ 0  0.00000+ 0  0.00000+ 0  
82 10  0  0.00000+ 0  0.00000+ 0  0.00000+ 0  0.00000+ 0  0.00000+ 0
 1.00000- 5 2.15273- 6
 1.44000- 5 2.89025- 6
 2.07360- 5 3.88043- 6
 2.98599- 5 5.25714- 6
 4.29982- 5 7.12229- 6
 6.19174- 5 9.73206- 6
 8.91610- 5 1.32981- 5
 1.28392- 4 1.83349- 5
 1.84884- 4 2.52794- 5
 2.66233- 4 3.51863- 5
 3.83376- 4 4.89756- 5
 4.60051- 4 5.79195- 5
 5.52061- 4 6.84967- 5
 6.62473- 4 8.09292- 5
 7.94968- 4 9.56183- 5
 1.00000- 3 1.17032- 4
 1.41421- 3 1.55273- 4
 2.00000- 3 2.06010- 4
 2.82005- 3 2.73199- 4
 3.97635- 3 3.62301- 4
 5.30255- 3 4.58402- 4
 7.07107- 3 5.79994- 4
 9.99999- 3 7.56915- 4
 1.88588- 2 1.22371- 3
 2.51487- 2 1.51596- 3
 3.54603- 2 1.96541- 3
 5.00000- 2 2.54810- 3
 7.07107- 2 3.25450- 3
 1.29684- 1 5.00328- 3
 2.05657- 1 6.96897- 3
 2.51487- 1 8.06452- 3
 3.16228- 1 9.54272- 3
 4.45890- 1 1.23927- 2
 5.94604- 1 1.56105- 2
 7.71105- 1 1.94572- 2
 1.00000+ 0 2.45563- 2
 1.16373+ 0 2.83462- 2
 1.35426+ 0 3.27211- 2
 1.68179+ 0 4.04956- 2
 2.02966+ 0 4.89896- 2
 2.44949+ 0 5.92653- 2
 3.13017+ 0 7.70386- 2
 4.00000+ 0 1.00142- 1
 5.26429+ 0 1.34542- 1
 6.92820+ 0 1.80759- 1
 9.21154+ 0 2.46069- 1
 1.22474+ 1 3.34977- 1
 1.73205+ 1 4.86127- 1
 2.44949+ 1 7.05481- 1
 3.49964+ 1 1.02761+ 0
 5.00000+ 1 1.49684+ 0
 7.07107+ 1 2.14250+ 0
 1.00000+ 2 3.06667+ 0
 1.41421+ 2 4.36778+ 0
 2.00000+ 2 6.22092+ 0
 2.82005+ 2 8.83724+ 0
 3.97635+ 2 1.25539+ 1
 5.30255+ 2 1.67832+ 1
 7.07107+ 2 2.24373+ 1
 9.99999+ 2 3.16108+ 1
 1.41421+ 3 4.45349+ 1
 2.11474+ 3 6.60215+ 1
 3.16228+ 3 9.78747+ 1
 4.72871+ 3 1.44499+ 2
 7.07107+ 3 2.13335+ 2
 1.00908+ 4 3.00250+ 2
 1.44000+ 4 4.22574+ 2
 2.07360+ 4 5.99739+ 2
 2.98598+ 4 8.51180+ 2
 4.29982+ 4 1.20870+ 3
 6.19174+ 4 1.71639+ 3
 7.86876+ 4 2.16179+ 3
 1.00000+ 5 2.72278+ 3
                                                                       1
 14000  9  7  0.00000+ 0 890125  2  0.00000+ 0  0.00000+ 0  0.00000+ 0  
82 21  0  0.00000+ 0  0.00000+ 0  0.00000+ 0  0.00000+ 0  0.00000+ 0
 1.00000- 5 1.00000- 7 2.13343+ 6
 1.00000- 5 1.33352- 7 1.59987+ 6
 1.00000- 5 1.65482- 7 1.28925+ 6
 1.00000- 5 2.28757- 7 9.32652+ 5
 1.00000- 5 3.16228- 7 6.74685+ 5
 1.00000- 5 4.21697- 7 5.05975+ 5
 1.00000- 5 5.23299- 7 4.07755+ 5
 1.00000- 5 7.23394- 7 2.94989+ 5
 1.00000- 5 1.00000- 6 2.13409+ 5
 1.00000- 5 1.41421- 6 1.50954+ 5
 1.00000- 5 2.00000- 6 1.06778+ 5
 1.00000- 5 2.82843- 6 7.55409+ 4
 1.00000- 5 4.00000- 6 5.34423+ 4
 1.00000- 5 5.65685- 6 3.78207+ 4
 1.00000- 5 8.00000- 6 2.67655+ 4
 1.00000- 5 9.90000- 6 2.16401+ 4
 1.00000- 5 1.00000- 5 2.14242+ 4
 2.07360- 5 1.00000- 7 1.83871+ 6
 2.07360- 5 1.46080- 7 1.25872+ 6
 2.07360- 5 1.94104- 7 9.47316+ 5
 2.07360- 5 2.40224- 7 7.65452+ 5
 2.07360- 5 3.30742- 7 5.55971+ 5
 2.07360- 5 4.55368- 7 4.03819+ 5
 2.07360- 5 6.65201- 7 2.76477+ 5
 2.07360- 5 8.83886- 7 2.08096+ 5
 2.07360- 5 1.09390- 6 1.68158+ 5
 2.07360- 5 1.50609- 6 1.22151+ 5
 2.07360- 5 2.07360- 6 8.87313+ 4
 2.07360- 5 2.93251- 6 6.27865+ 4
 2.07360- 5 4.14720- 6 4.44279+ 4
 2.07360- 5 5.86503- 6 3.14478+ 4
 2.07360- 5 8.29440- 6 2.22600+ 4
 2.07360- 5 1.17301- 5 1.57671+ 4
 2.07360- 5 1.65888- 5 1.11681+ 4
 2.07360- 5 2.05286- 5 9.03446+ 3
 2.07360- 5 2.07360- 5 8.94462+ 3
 4.29982- 5 1.00000- 7 1.61859+ 6
 4.29982- 5 1.26500- 7 1.27954+ 6
 4.29982- 5 1.55389- 7 1.04167+ 6
 4.29982- 5 2.22713- 7 7.26801+ 5
 4.29982- 5 2.91737- 7 5.54854+ 5
 4.29982- 5 3.57211- 7 4.53160+ 5
 4.29982- 5 4.83977- 7 3.34472+ 5
 4.29982- 5 6.55730- 7 2.46871+ 5
 4.29982- 5 8.29499- 7 1.95186+ 5
 4.29982- 5 1.01893- 6 1.58920+ 5
 4.29982- 5 1.46040- 6 1.10907+ 5
 4.29982- 5 1.91300- 6 8.46826+ 4
 4.29982- 5 2.34234- 6 6.91704+ 4
 4.29982- 5 3.17358- 6 5.10634+ 4
 4.29982- 5 4.29982- 6 3.76963+ 4
 4.29982- 5 6.08086- 6 2.66936+ 4
 4.29982- 5 8.59963- 6 1.89024+ 4
 4.29982- 5 1.21617- 5 1.33942+ 4
 4.29982- 5 1.71993- 5 9.49117+ 3
 4.29982- 5 2.43234- 5 6.73470+ 3
